nom du projet,nom du site,nom de la plateforme,outil de mesure,commentaire sonde,date de pr�l�vement,heure,profondeur r�elle observ�e (m),cond25degres (ms/cm),oxygene mg (mg/l),ph brut (nounit),ph tc (nounit),Temp�rature (�c)
Suivi des lacs sentinelles,Arpont,Arpont : point de pr�l�vement 1,sonde exo PNV,1er trait sonde,31/08/2021,11:35,14.537,56.1,9.32,-73.7,8.05,5.583
Suivi des lacs sentinelles,Arpont,Arpont : point de pr�l�vement 1,sonde exo PNV,1er trait sonde,31/08/2021,11:35,14.755,56.1,9.31,-73.3,8.04,5.58
Suivi des lacs sentinelles,Arpont,Arpont : point de pr�l�vement 1,sonde exo PNV,1er trait sonde,31/08/2021,11:35,15.032,56.1,9.3,-72.9,8.04,5.56
Suivi des lacs sentinelles,Arpont,Arpont : point de pr�l�vement 1,sonde exo PNV,1er trait sonde,31/08/2021,11:35,15.171,56.1,9.3,-72.6,8.03,5.562
Suivi des lacs sentinelles,Arpont,Arpont : point de pr�l�vement 1,sonde exo PNV,1er trait sonde,31/08/2021,11:35,15.267,56.1,9.3,-72.2,8.02,5.57
Suivi des lacs sentinelles,Arpont,Arpont : point de pr�l�vement 1,sonde exo PNV,1er trait sonde,31/08/2021,11:35,15.329,56.1,9.29,-71.9,8.02,5.565
Suivi des lacs sentinelles,Arpont,Arpont : point de pr�l�vement 1,sonde exo PNV,1er trait sonde,31/08/2021,11:35,15.456,56.1,9.28,-71.5,8.01,5.543
Suivi des lacs sentinelles,Arpont,Arpont : point de pr�l�vement 1,sonde exo PNV,1er trait sonde,31/08/2021,11:35,15.521,56.1,9.27,-71.2,8.0,5.535
Suivi des lacs sentinelles,Arpont,Arpont : point de pr�l�vement 1,sonde exo PNV,1er trait sonde,31/08/2021,11:35,15.66,56.0,9.27,-70.9,8.0,5.528
Suivi des lacs sentinelles,Arpont,Arpont : point de pr�l�vement 1,sonde exo PNV,1er trait sonde,31/08/2021,11:35,15.862,56.0,9.26,-70.5,7.99,5.523
Suivi des lacs sentinelles,Arpont,Arpont : point de pr�l�vement 1,sonde exo PNV,1er trait sonde,31/08/2021,11:35,16.039,56.1,9.25,-70.2,7.99,5.517
Suivi des lacs sentinelles,Arpont,Arpont : point de pr�l�vement 1,sonde exo PNV,1er trait sonde,31/08/2021,11:35,16.165,56.1,9.25,-69.9,7.98,5.515
Suivi des lacs sentinelles,Arpont,Arpont : point de pr�l�vement 1,sonde exo PNV,1er trait sonde,31/08/2021,11:35,16.319,56.1,9.24,-69.6,7.97,5.515
Suivi des lacs sentinelles,Arpont,Arpont : point de pr�l�vement 1,sonde exo PNV,1er trait sonde,31/08/2021,11:35,16.465,56.1,9.23,-69.3,7.97,5.507
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.84,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.85,,
,,,,,,,,,,7.86,,
,,,,,,,,,,7.86,,
,,,,,,,,,,7.86,,
,,,,,,,,,,7.86,,
,,,,,,,,,,7.87,,
,,,,,,,,,,7.87,,
,,,,,,,,,,7.88,,
,,,,,,,,,,7.88,,
,,,,,,,,,,7.89,,
,,,,,,,,,,7.92,,
,,,,,,,,,,7.95,,
,,,,,,,,,,7.97,,
,,,,,,,,,,8.01,,
,,,,,,,,,,8.04,,
,,,,,,,,,,8.07,,
,,,,,,,,,,8.1,,
,,,,,,,,,,8.12,,
,,,,,,,,,,8.13,,
,,,,,,,,,,8.14,,
,,,,,,,,,,8.15,,
,,,,,,,,,,8.15,,
,,,,,,,,,,8.16,,
,,,,,,,,,,8.16,,
,,,,,,,,,,8.16,,
,,,,,,,,,,8.17,,
,,,,,,,,,,8.17,,
,,,,,,,,,,8.17,,
,,,,,,,,,,8.17,,
,,,,,,,,,,8.17,,
,,,,,,,,,,8.17,,
,,,,,,,,,,8.17,,
,,,,,,,,,,8.17,,
,,,,,,,,,,8.17,,
,,,,,,,,,,8.17,,
,,,,,,,,,,8.17,,
,,,,,,,,,,8.17,,
,,,,,,,,,,8.17,,
,,,,,,,,,,8.17,,
,,,,,,,,,,8.17,,
,,,,,,,,,,8.16,,
,,,,,,,,,,8.16,,
,,,,,,,,,,8.15,,
,,,,,,,,,,8.14,,
,,,,,,,,,,8.14,,
,,,,,,,,,,8.13,,
,,,,,,,,,,8.13,,
,,,,,,,,,,8.12,,
,,,,,,,,,,8.11,,
,,,,,,,,,,8.11,,
,,,,,,,,,,8.1,,
,,,,,,,,,,8.09,,
,,,,,,,,,,8.09,,
,,,,,,,,,,8.08,,
,,,,,,,,,,8.07,,
,,,,,,,,,,8.07,,
,,,,,,,,,,8.06,,
,,,,,,,,,,8.05,,
,,,,,,,,,,8.05,,
,,,,,,,,,,8.04,,
,,,,,,,,,,8.04,,
,,,,,,,,,,8.03,,
,,,,,,,,,,8.02,,
,,,,,,,,,,8.02,,
,,,,,,,,,,8.01,,
,,,,,,,,,,8.0,,
,,,,,,,,,,8.0,,
,,,,,,,,,,7.99,,
,,,,,,,,,,7.99,,
,,,,,,,,,,7.98,,
,,,,,,,,,,7.97,,
,,,,,,,,,,7.97,,
